"title","url","stars","name","reviewUrl","text"
"Lucciano's Aguero","https://www.google.com/maps/search/?api=1&query=Lucciano's%20Aguero&query_place_id=ChIJK3I6KlPLvJURm0d4Q6vP1AU","5","Santiago Ramirez","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tjd2JYUnhMVFpuZUd4WFZYZDBTMFJ2YkZKMVRIYxAB!2m1!1s0x0:0x5d4cfab4378479b!3m1!1s2@1:CAIQACodChtycF9oOkcwbXRxLTZneGxXVXd0S0RvbFJ1THc%7C%7C?hl=es-419","Rocio y Anita las números uno, una paciencia  única jajaja, muy buenas sugerencias 👏🏼👏🏼"
"Lucciano's Aguero","https://www.google.com/maps/search/?api=1&query=Lucciano's%20Aguero&query_place_id=ChIJK3I6KlPLvJURm0d4Q6vP1AU","5","santuka caceres","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pCUFNXMTNjbEF0ZVZsYVoyVnVhVTlRVFVsdllYYxAB!2m1!1s0x0:0x5d4cfab4378479b!3m1!1s2@1:CAIQACodChtycF9oOjBPSW13clAteVlaZ2VuaU9QTUlvYXc%7C%7C?hl=es-419","anita y ricio atencion 10/10"
"Lucciano's Aguero","https://www.google.com/maps/search/?api=1&query=Lucciano's%20Aguero&query_place_id=ChIJK3I6KlPLvJURm0d4Q6vP1AU","5","Liliana Cerviño","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21ocExVUkpiVko1VG05eFptbHJTM3BNYUhwdmRVRRAB!2m1!1s0x0:0x5d4cfab4378479b!3m1!1s2@1:CAIQACodChtycF9oOmhpLURJbVJ5Tm9xZmlrS3pMaHpvdUE%7C%7C?hl=es-419",
"Lucciano's Aguero","https://www.google.com/maps/search/?api=1&query=Lucciano's%20Aguero&query_place_id=ChIJK3I6KlPLvJURm0d4Q6vP1AU","5","Claudio Rodriguez","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNEN182VHRBRRAB!2m1!1s0x0:0x5d4cfab4378479b!3m1!1s2@1:CIHM0ogKEICAgICD7_6TtAE%7C%7C?hl=es-419",
"Lucciano's Aguero","https://www.google.com/maps/search/?api=1&query=Lucciano's%20Aguero&query_place_id=ChIJK3I6KlPLvJURm0d4Q6vP1AU","4","Lucho Carrerah","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21kT016ZFZUbWRLVGpWVE0yMTVVRFJwWkdsNFJtYxAB!2m1!1s0x0:0x5d4cfab4378479b!3m1!1s2@1:CAIQACodChtycF9oOmdOMzdVTmdKTjVTM215UDRpZGl4Rmc%7C%7C?hl=es-419",
"Lucciano's Aguero","https://www.google.com/maps/search/?api=1&query=Lucciano's%20Aguero&query_place_id=ChIJK3I6KlPLvJURm0d4Q6vP1AU","5","MARIA VICTORIA GOMEZ","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT214aFRrUXRjazlMV1d0Uk9YbENRbFJDUkhGTlRsRRAB!2m1!1s0x0:0x5d4cfab4378479b!3m1!1s2@1:CAIQACodChtycF9oOmxhTkQtck9LWWtROXlCQlRCRHFNTlE%7C%7C?hl=es-419","Excelente atención Alan y Hernán!"
"Lucciano's Aguero","https://www.google.com/maps/search/?api=1&query=Lucciano's%20Aguero&query_place_id=ChIJK3I6KlPLvJURm0d4Q6vP1AU","5","Giovanna Barreto","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2t0SlN6UmZhWFphWVhaMVlsRkpXalIxTFZOeVVsRRAB!2m1!1s0x0:0x5d4cfab4378479b!3m1!1s2@1:CAIQACodChtycF9oOktJSzRfaXZaYXZ1YlFJWjR1LVNyUlE%7C%7C?hl=es-419","Muy buena atención de Alan y Hernán!"
"Lucciano's Aguero","https://www.google.com/maps/search/?api=1&query=Lucciano's%20Aguero&query_place_id=ChIJK3I6KlPLvJURm0d4Q6vP1AU","5","patronus burger","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2kxcU9Fd3RibWR4VWpScWVHZGthWGszWTNVMWVrRRAB!2m1!1s0x0:0x5d4cfab4378479b!3m1!1s2@1:CAIQACodChtycF9oOi1qOEwtbmdxUjRqeGdkaXk3Y3U1ekE%7C%7C?hl=es-419","Los helados más ricos del mundo. Me atendió Tomi, un capo"
"Lucciano's Aguero","https://www.google.com/maps/search/?api=1&query=Lucciano's%20Aguero&query_place_id=ChIJK3I6KlPLvJURm0d4Q6vP1AU","5","Fernanda Palomo","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2w5MVFUVkNNM3A2WVd3MWQxbFFabFJ1Wm5sdk9YYxAB!2m1!1s0x0:0x5d4cfab4378479b!3m1!1s2@1:CAIQACodChtycF9oOl91QTVCM3p6YWw1d1lQZlRuZnlvOXc%7C%7C?hl=es-419",
"Lucciano's Aguero","https://www.google.com/maps/search/?api=1&query=Lucciano's%20Aguero&query_place_id=ChIJK3I6KlPLvJURm0d4Q6vP1AU","5","Natacha Scariot","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21oSFJIQTFjMDFyYzNReFJVSmpObWR6U214b1lWRRAB!2m1!1s0x0:0x5d4cfab4378479b!3m1!1s2@1:CAIQACodChtycF9oOmhHRHA1c01rc3QxRUJjNmdzSmxoYVE%7C%7C?hl=es-419",
"Lucciano's Aguero","https://www.google.com/maps/search/?api=1&query=Lucciano's%20Aguero&query_place_id=ChIJK3I6KlPLvJURm0d4Q6vP1AU","5","Adri C. Prado","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21keVJXVlVabWh3Tm5KclkxZERWSGRxU0RCSU5YYxAB!2m1!1s0x0:0x5d4cfab4378479b!3m1!1s2@1:CAIQACodChtycF9oOmdyRWVUZmhwNnJrY1dDVHdqSDBINXc%7C%7C?hl=es-419","Gracias Rocío y Alan por la buena atención!"
"Lucciano's Aguero","https://www.google.com/maps/search/?api=1&query=Lucciano's%20Aguero&query_place_id=ChIJK3I6KlPLvJURm0d4Q6vP1AU","5","Daniela Rodriguez","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tkVGJWWkdNSEF5VjBocGJIbGFhakJWVVZVNFRFRRAB!2m1!1s0x0:0x5d4cfab4378479b!3m1!1s2@1:CAIQACodChtycF9oOkdTbVZGMHAyV0hpbHlaajBVUVU4TEE%7C%7C?hl=es-419","Muy agradable, ambiente tranquilo y variedad de helados
Lo recomiendo"
"Lucciano's Aguero","https://www.google.com/maps/search/?api=1&query=Lucciano's%20Aguero&query_place_id=ChIJK3I6KlPLvJURm0d4Q6vP1AU","5","Diego Y Sol Limonta","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pGcWFYVktRbXgxY0RWMVFYcDFMVXd6Y1ZKMU9XYxAB!2m1!1s0x0:0x5d4cfab4378479b!3m1!1s2@1:CAIQACodChtycF9oOjFqaXVKQmx1cDV1QXp1LUwzcVJ1OWc%7C%7C?hl=es-419","Muy rico"
"Lucciano's Aguero","https://www.google.com/maps/search/?api=1&query=Lucciano's%20Aguero&query_place_id=ChIJK3I6KlPLvJURm0d4Q6vP1AU","5","Malena Modad","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2t3eWRqRnplbTlxTVRGUFYzUmZhMVZFVEVJeFZsRRAB!2m1!1s0x0:0x5d4cfab4378479b!3m1!1s2@1:CAIQACodChtycF9oOkwydjFzem9qMTFPV3Rfa1VETEIxVlE%7C%7C?hl=es-419",
"Lucciano's Aguero","https://www.google.com/maps/search/?api=1&query=Lucciano's%20Aguero&query_place_id=ChIJK3I6KlPLvJURm0d4Q6vP1AU","5","Mina Kanaan","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pCUmNFZERTRTEwVFZCWWNtTnphbXMzU1ZJMVExRRAB!2m1!1s0x0:0x5d4cfab4378479b!3m1!1s2@1:CAIQACodChtycF9oOjBRcEdDSE10TVBYcmNzams3SVI1Q1E%7C%7C?hl=es-419","toni was so nice! the ice cream was good for a good price."
"Lucciano's Aguero","https://www.google.com/maps/search/?api=1&query=Lucciano's%20Aguero&query_place_id=ChIJK3I6KlPLvJURm0d4Q6vP1AU","5","Carolina Schoua","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25RMmJHNDJjMW94Vm5wNVVEbEZUSFJMWTBOQlEyYxAB!2m1!1s0x0:0x5d4cfab4378479b!3m1!1s2@1:CAIQACodChtycF9oOnQ2bG42c1oxVnp5UDlFTHRLY0NBQ2c%7C%7C?hl=es-419","Tomi genio me lo hizo re copetudo"
"Lucciano's Aguero","https://www.google.com/maps/search/?api=1&query=Lucciano's%20Aguero&query_place_id=ChIJK3I6KlPLvJURm0d4Q6vP1AU","5","Pink ay лол","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pkd1MwaHVaVE55UkUxc1VqWmZWR1ZrYW1ocVYzYxAB!2m1!1s0x0:0x5d4cfab4378479b!3m1!1s2@1:CAIQACodChtycF9oOjdwS0huZTNyRE1sUjZfVGVkamhqV3c%7C%7C?hl=es-419",
"Lucciano's Aguero","https://www.google.com/maps/search/?api=1&query=Lucciano's%20Aguero&query_place_id=ChIJK3I6KlPLvJURm0d4Q6vP1AU","5","Agustin Aranda","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pORVpuQk1TbU5XU2xSZmFUVXpXRUprYmtkTlYxRRAB!2m1!1s0x0:0x5d4cfab4378479b!3m1!1s2@1:CAIQACodChtycF9oOjNEZnBMSmNWSlRfaTUzWEJkbkdNV1E%7C%7C?hl=es-419","Rocio me atiendo caí super tarde una genia me atendio re bien y me dio de probar. Excelente"
"Lucciano's Aguero","https://www.google.com/maps/search/?api=1&query=Lucciano's%20Aguero&query_place_id=ChIJK3I6KlPLvJURm0d4Q6vP1AU","5","guillermina mauro","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT205c1RYSTNaakprVUdoYWJWSlpTV0kwVGpobk4wRRAB!2m1!1s0x0:0x5d4cfab4378479b!3m1!1s2@1:CAIQACodChtycF9oOm9sTXI3ZjJkUGhabVJZSWI0TjhnN0E%7C%7C?hl=es-419","rocio y anita unas genias!!!"
"Lucciano's Aguero","https://www.google.com/maps/search/?api=1&query=Lucciano's%20Aguero&query_place_id=ChIJK3I6KlPLvJURm0d4Q6vP1AU","5","Candela Chahpazian","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2psVE4xSkRWa1JRUmtoWFZYTTFjSFU0U2pOUFZVRRAB!2m1!1s0x0:0x5d4cfab4378479b!3m1!1s2@1:CAIQACodChtycF9oOjlTN1JDVkRQRkhXVXM1cHU4SjNPVUE%7C%7C?hl=es-419","Rocio me atendió súper bien, muy copada😁 el helado riquísimo como siempre"
"Lucciano's Aguero","https://www.google.com/maps/search/?api=1&query=Lucciano's%20Aguero&query_place_id=ChIJK3I6KlPLvJURm0d4Q6vP1AU","5","Agostina Scollo","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xORGVtRnhibGcyZFVONlNqTjJaa2xmZUdrNGFsRRAB!2m1!1s0x0:0x5d4cfab4378479b!3m1!1s2@1:CAIQACodChtycF9oOlNDemFxblg2dUN6SjN2ZklfeGk4alE%7C%7C?hl=es-419","Muy buena la experiencia la chica que se llamaba rocio fue súper amable con nosotras al ayudarnos a elegir los sabores"
"Lucciano's Aguero","https://www.google.com/maps/search/?api=1&query=Lucciano's%20Aguero&query_place_id=ChIJK3I6KlPLvJURm0d4Q6vP1AU","5","Carolina Scollo","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21KelgycFpWa0ZsVVhaSGFqRlNRbWxITFhoUWNYYxAB!2m1!1s0x0:0x5d4cfab4378479b!3m1!1s2@1:CAIQACodChtycF9oOmJzX2pZVkFlUXZHajFSQmlHLXhQcXc%7C%7C?hl=es-419","Muy buena atención de Rocio! Excelente todo"
"Lucciano's Aguero","https://www.google.com/maps/search/?api=1&query=Lucciano's%20Aguero&query_place_id=ChIJK3I6KlPLvJURm0d4Q6vP1AU","5","Rafa Iwamoto","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25OdGNWazVNMG95ZHpWQ1gwNUhXamhzUlVsSU1rRRAB!2m1!1s0x0:0x5d4cfab4378479b!3m1!1s2@1:CAIQACodChtycF9oOnNtcVk5M0oydzVCX05HWjhsRUlIMkE%7C%7C?hl=es-419","Muy lindo la remodelación espacial, el helado el mejor como siempre, super gelato. Abril funcionaria muy amable, una capa, atenciosa."
"Lucciano's Aguero","https://www.google.com/maps/search/?api=1&query=Lucciano's%20Aguero&query_place_id=ChIJK3I6KlPLvJURm0d4Q6vP1AU","5","Esmeralda Torres Alba","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21Wa1VWVnRWVkk0VlRZMVZrazVYMGhPZVhkdGRuYxAB!2m1!1s0x0:0x5d4cfab4378479b!3m1!1s2@1:CAIQACodChtycF9oOmVkUVVtVVI4VTY1Vkk5X0hOeXdtdnc%7C%7C?hl=es-419","gracias a ro por recomendarme y dejarme probar los mejores gustos!!!!"
"Lucciano's Aguero","https://www.google.com/maps/search/?api=1&query=Lucciano's%20Aguero&query_place_id=ChIJK3I6KlPLvJURm0d4Q6vP1AU","5","Valentino Leo","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25rMmF6SjZMVTF6VjJaeE5HMWZXbDluTmxOaFpGRRAB!2m1!1s0x0:0x5d4cfab4378479b!3m1!1s2@1:CAIQACodChtycF9oOnk2azJ6LU1zV2ZxNG1fWl9nNlNhZFE%7C%7C?hl=es-419","Alan y desire los mejores, muy lindo local"
